TIME(2019/12/18 15:33:06.087),TIMETICK(f=2143482),FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
392.56237999999996,5181834366200,0.08797,0.5232100000000001,0.37769,1,30,-1
392.57947,5181834402756,0.08707999999999999,0.52278,0.39478,1,30,-1
392.59508999999997,5181834436230,0.0858,0.52241,0.4104,1,30,-1
392.61194,5181834472470,0.08538,0.5221,0.42725,1,30,-1
392.62805,5181834507294,0.0855,0.52288,0.44336000000000003,1,30,-1
392.64417000000003,5181834541836,0.08532000000000001,0.52372,0.45947,1,30,-1
392.66101000000003,5181834577587,0.08509,0.52527,0.47631999999999997,1,30,-1
392.67737,5181834612975,0.08461,0.52623,0.49268,1,30,-1
392.69372999999996,5181834647601,0.08421000000000001,0.52657,0.50903,1,30,-1
392.71057,5181834683763,0.08348,0.52627,0.52588,1,30,-1
392.72693,5181834719211,0.08254,0.52546,0.5422399999999999,1,30,-1
392.74304,5181834753653,0.08129,0.52478,0.55835,1,30,-1
392.75964,5181834789007,0.08025,0.52393,0.57495,1,30,-1
392.77673,5181834825602,0.07926,0.52313,0.59204,1,30,-1
392.79407000000003,5181834862743,0.07865,0.52212,0.60938,1,30,-1
392.80872,5181834894431,0.07811,0.52188,0.62402,1,30,-1
392.82532000000003,5181834929709,0.0776,0.52165,0.64063,1,30,-1
392.84143,5181834964455,0.07697000000000001,0.5211,0.65674,1,30,-1
392.85803,5181834999967,0.05243,0.50984,0.65674,0,30,-1
392.87439,5181835035231,0.03701,0.50527,0.65674,0,30,-1
392.89075,5181835070155,0.03825,0.46376999999999996,0.65674,0,30,-1
392.90735,5181835105828,0.03348,0.38422,0.65674,0,30,-1
392.92419,5181835141826,0.032869999999999996,0.31977,0.65674,0,30,-1
392.94006,5181835175892,0.04392,0.28509,0.65674,0,30,-1
392.95667000000003,5181835211711,0.050339999999999996,0.22868000000000002,0.65674,0,30,-1
392.97351000000003,5181835247815,0.05342,0.2281,0.65674,0,30,-1
392.98962,5181835282010,0.0599,0.23443000000000003,0.65674,0,30,-1
393.00597999999997,5181835317389,0.06555,0.2429,0.049319999999999996,1,30,-1
