FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
0.24224,0.21786,108.43724,1,1,0
0.24904,0.24623,47.88611999999999,1,1,-1
0.25969000000000003,0.24461,32.80098000000002,1,1,0
0.04234,0.38918,2.77503,1,1,1
0.05649,0.39459,3.46949,1,1,2
0.04614,0.24454,1.9226099999999997,1,1,0
0.05297,0.24689,1.14892,1,1,-1
0.06057000000000001,0.23812,13.30682,1,1,0
0.19427,0.23661,8.63501,1,1,0
0.20972,0.24328,34.68399,1,1,0
0.06571,0.50772,0.21289,1,1,2
0.06186000000000001,0.51588,36.69713,1,1,3
0.05511,0.6252800000000001,62.11079000000001,1,1,4
0.02334,0.63422,16.298460000000002,1,1,4
0.85762,0.7971199999999999,55.08200000000002,1,1,5
0.06032000000000001,0.25802,7.159279999999997,1,2,-1
0.06312000000000001,0.24355,17.877670000000002,1,2,0
0.03692,0.39369,14.46349,1,2,2
0.07118,0.5098699999999999,11.814579999999998,1,2,3
0.08394,0.5149100000000001,0.40856999999999993,1,2,3
0.0878,0.50526,1.63769,1,2,2
0.08388,0.50945,7.5305100000000005,1,2,3
0.07641,0.50863,0.57434,1,2,-1
0.07518999999999999,0.50753,3.1186499999999997,1,2,2
0.07388,0.50881,0.67285,1,2,-1
0.07381,0.5092899999999999,105.96752,1,2,3
0.07472000000000001,0.6259,1.82448,1,2,4
0.07872,0.62263,9.677630000000002,1,2,3
0.04547,0.5009600000000001,3.6991000000000005,1,2,2
0.0941,0.50945,0.44567999999999997,1,2,3
0.09489,0.50897,0.24622,1,2,-1
0.09283,0.50207,2.8575600000000003,1,2,2
0.05226,0.38957,12.76857,1,2,1
0.04608,0.39057,1.8510600000000004,1,3,1
0.06139,0.24688,0.24682,1,3,-1
0.06554,0.24493,8.817730000000001,1,3,0
0.10401,0.2423,7.97388,1,3,0
0.07636,0.27712,0.42847,1,3,-1
0.06956,0.24135,23.569320000000005,1,3,0
0.06011,0.24652,0.64123,1,3,-1
0.06044,0.24333,11.306899999999995,1,3,0
0.07439,0.24847,0.5586,1,3,-1
0.04014,0.38947,6.24547,1,3,1
0.04341,0.39427,2.02016,1,3,2
0.08388999999999999,0.50859,0.90344,1,3,-1
0.0834,0.50942,2.02248,1,3,3
0.08581,0.50555,1.7276599999999998,1,3,2
0.08763,0.50836,0.5421199999999999,1,3,-1
0.08759,0.5072399999999999,3.2543899999999994,1,3,2
0.08575,0.50846,1.38269,1,3,-1
0.08557999999999999,0.50997,4.40248,1,3,3
0.08791,0.50915,0.62415,1,3,-1
0.08789,0.5079,3.3525300000000002,1,3,2
0.0651,0.39072,2.708,1,3,1
