TIME(2019/12/19 15:45:15.920),TIMETICK(f=2143482),FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
205.42358000000002,5368228106453,0.08626,0.30553,0.14795,1,18,-1
205.4397,5368228141677,0.08786000000000001,0.31033,0.16405999999999998,1,18,-1
205.4563,5368228177100,0.08939,0.31227,0.18066,1,18,-1
205.4729,5368228212343,0.0905,0.31325,0.19727,1,18,-1
205.48901,5368228247495,0.09157,0.31326,0.21338000000000001,1,18,-1
205.50562,5368228282385,0.09262000000000001,0.31386,0.22998000000000002,1,18,-1
205.52222,5368228318212,0.09333999999999999,0.31369,0.24658000000000002,1,18,-1
205.53833,5368228352409,0.09314,0.31321,0.2627,1,18,-1
205.55493,5368228388659,0.09197000000000001,0.31101,0.2793,1,18,-1
205.57153,5368228423890,0.09071,0.30856999999999996,0.2959,1,18,-1
205.58765,5368228458607,0.08943,0.30688000000000004,0.31201,1,18,-1
205.60522,5368228495711,0.08882999999999999,0.30664,0.32959,1,18,-1
205.62036,5368228528656,0.08842,0.30677,0.34473000000000004,1,18,-1
205.63696000000002,5368228564410,0.08843,0.30464,0.36133000000000004,1,18,-1
205.65308000000002,5368228599258,0.08838,0.30322,0.37744,1,18,-1
205.67016999999998,5368228634993,0.08839,0.30196999999999996,0.39453,1,18,-1
205.68628,5368228670089,0.08802,0.303,0.41063999999999995,1,18,-1
205.70238999999998,5368228704943,0.08837,0.30189,0.42676000000000003,1,18,-1
205.71948,5368228741346,0.08872000000000001,0.30106,0.44385,1,18,-1
205.7356,5368228775162,0.08875,0.30063,0.45996000000000004,1,18,-1
205.7522,5368228811191,0.08905,0.30075,0.47656000000000004,1,18,-1
205.76831,5368228845809,0.08947999999999999,0.30123,0.49268,1,18,-1
205.78491,5368228881398,0.09015,0.30228,0.5092800000000001,1,18,-1
205.80151,5368228917250,0.09037,0.30272,0.52588,1,18,-1
205.82056,5368228958044,0.09031,0.30239,0.54492,1,18,-1
205.83373999999998,5368228986307,0.09075,0.30226,0.55811,1,18,-1
205.85083,5368229022550,0.09118,0.30025,0.5752,1,18,-1
205.86694,5368229057514,0.0915,0.29803,0.59131,1,18,-1
205.88353999999998,5368229092310,0.0916,0.29657,0.6079100000000001,1,18,-1
205.90063,5368229129605,0.09206,0.2956,0.625,1,18,-1
205.91626000000002,5368229162692,0.09247999999999999,0.29458,0.64063,1,18,-1
205.93286,5368229198832,0.09217,0.29349000000000003,0.65723,1,18,-1
205.94897,5368229233155,0.09221,0.2921,0.6733399999999999,1,18,-1
205.96558000000002,5368229269046,0.0992,0.26313000000000003,0.6733399999999999,0,18,-1
205.98218,5368229303987,0.08678999999999999,0.23915999999999998,0.6733399999999999,0,18,-1
205.99878,5368229339406,0.08916,0.23056999999999997,0.6733399999999999,0,18,-1
206.01538,5368229374903,0.09035,0.22626999999999997,0.0498,1,18,-1
206.03149,5368229409400,0.08853,0.23006,0.06592,1,18,-1
206.0481,5368229445264,0.09081,0.2258,0.08252000000000001,1,18,-1
206.06421,5368229479710,0.09215,0.22179000000000001,0.09863,1,18,-1
206.08032,5368229515023,0.09623999999999999,0.21806,0.11475,1,18,-1
206.09741,5368229550681,0.10057999999999999,0.21186,0.13184,1,18,-1
206.11353,5368229585906,0.10409000000000002,0.20731999999999998,0.14795,1,18,-1
206.13013,5368229620859,0.10640999999999999,0.20695,0.16455,1,18,-1
206.14623999999998,5368229655896,0.11001,0.20626,0.18066,1,18,-1
206.16235,5368229690769,0.11325,0.20659,0.19677999999999998,1,18,-1
206.17944,5368229726588,0.11508,0.20868,0.21386999999999998,1,18,-1
206.19556,5368229761710,0.11719,0.21123000000000003,0.22998000000000002,1,18,-1
206.21216,5368229797255,0.11914000000000001,0.21368,0.24658000000000002,1,18,-1
206.22827,5368229831958,0.12075999999999999,0.21336,0.2627,1,18,-1
206.24487,5368229867670,0.12215999999999999,0.21304,0.2793,1,18,-1
206.26147,5368229902360,0.12320999999999999,0.21214,0.2959,1,18,-1
206.27759,5368229936945,0.12405,0.21205,0.31201,1,18,-1
206.29419,5368229973038,0.12552,0.21156999999999998,0.32861,1,18,-1
206.31079,5368230008061,0.12692,0.21129,0.34521,1,18,-1
206.3269,5368230043302,0.12855999999999998,0.21054,0.36133000000000004,1,18,-1
206.34351,5368230078754,0.12921,0.20973000000000003,0.37793000000000004,1,18,-1
206.36011000000002,5368230113964,0.12982,0.209,0.39453,1,18,-1
206.37622,5368230148363,0.1317,0.20797,0.41063999999999995,1,18,-1
206.39233000000002,5368230183733,0.1345,0.2073,0.42676000000000003,1,18,-1
206.40941999999998,5368230219781,0.16101,0.19701,0.42676000000000003,0,18,-1
206.42553999999998,5368230254835,0.17307,0.18281,0.42676000000000003,0,18,-1
206.44214,5368230290251,0.1711,0.18254,0.42676000000000003,0,18,-1
206.45825,5368230325137,0.17004,0.18211,0.04883,1,18,-1
206.47485,5368230360464,0.17502,0.18126,0.06543,1,18,-1
206.49146000000002,5368230395582,0.17661,0.18117,0.08202999999999999,1,18,-1
206.50806,5368230431063,0.17778,0.1817,0.09863,1,18,-1
206.52417,5368230465913,0.17887999999999998,0.18285,0.11475,1,18,-1
206.54077,5368230501228,0.1808,0.18425,0.13135,1,18,-1
206.55737,5368230536741,0.18249,0.18575999999999998,0.14795,1,18,-1
206.57349,5368230571535,0.18192,0.18803,0.16405999999999998,1,18,-1
206.59155,5368230609894,0.18095999999999998,0.19000999999999998,0.18213,1,18,-1
206.6062,5368230641837,0.18001,0.19139,0.19677999999999998,1,18,-1
206.6228,5368230677067,0.18012999999999998,0.19138,0.21338000000000001,1,18,-1
206.63891999999998,5368230712350,0.1796,0.19197999999999998,0.22949,1,18,-1
206.65552,5368230747887,0.17924,0.19275,0.24609,1,18,-1
206.67212,5368230782989,0.17928,0.19296,0.2627,1,18,-1
206.68823,5368230817806,0.1785,0.19332,0.27881,1,18,-1
206.70728,5368230858400,0.1777,0.19321,0.29785,1,18,-1
206.72095,5368230887999,0.17801,0.19263,0.31151999999999996,1,18,-1
206.73755,5368230923791,0.17837999999999998,0.19163,0.32813000000000003,1,18,-1
206.75415,5368230958877,0.17865999999999999,0.19059,0.34473000000000004,1,18,-1
206.77075,5368230994169,0.17837999999999998,0.18966,0.36133000000000004,1,18,-1
206.78687,5368231029299,0.17909,0.18865,0.37744,1,18,-1
206.80347,5368231064825,0.17981,0.18788,0.39404,1,18,-1
206.82007,5368231099759,0.18317,0.18899000000000002,0.41063999999999995,1,18,-1
