FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
0.03445,0.37503,1.00783,1,1,1
0.04667,0.28439000000000003,4.687529999999999,1,1,-1
0.12203,0.06847,0.25,1,1,-1
0.12589,0.06964,2.17188,1,1,0
0.0295,0.28611,0.34375,1,1,1
0.02397,0.28467,2.21095,1,1,-1
0.02678,0.28535,3.32814,1,1,1
0.01305,0.38329,0.51564,1,1,1
0.023780000000000003,0.39537,15.929729999999994,1,1,2
0.02172,0.21084,8.64848,1,2,0
0.06427999999999999,0.23619,3.40627,1,2,0
0.0625,0.39061,14.601629999999998,1,2,1
0.01649,0.62648,0.63281,1,2,4
0.01129,0.52055,11.875029999999999,1,2,3
0.04918,0.50245,0.8125,1,2,2
0.05255,0.39744,4.289079999999999,1,2,2
0.046360000000000005,0.39147,0.17969000000000002,1,2,1
0.04693,0.39315,1.72657,1,2,2
0.05292,0.39249,0.3125,1,2,-1
0.05274,0.39673,1.39064,1,2,2
0.9467,0.76326,2.51562,1,2,-1
0.09809,0.28392,2.34376,1,3,-1
0.09052,0.29249,0.92188,1,3,1
0.01111,0.49265,3.06252,1,3,2
0.06813999999999999,0.23604,2.36721,1,3,0
0.0312,0.6150399999999999,9.82816,1,3,3
0.060979999999999986,0.24693,1.28126,1,3,-1
0.07137,0.24244,0.49219,1,3,0
0.07284,0.24702,5.101579999999999,1,3,-1
0.04293,0.50971,1.6796900000000001,1,3,3
0.0656,0.28409,1.6640700000000002,1,4,-1
0.09719,0.2439,2.17971,1,4,0
0.1816,0.24602,0.375,1,4,-1
0.11805,0.2451,66.48461000000005,1,5,0
0.006790000000000001,0.46022,1.14844,1,5,-1
0.01119,0.4794,6.62503,1,5,2
0.14470999999999998,0.24485,1.40626,1,5,0
0.17555,0.24548000000000006,0.25,1,5,-1
0.17725,0.2447,5.515679999999999,1,5,0
0.03772,0.39329,8.62504,1,5,2
0.03428,0.39162,0.21875,1,5,1
0.03638,0.39274,0.13280999999999998,1,5,2
0.04052,0.39053,5.52346,1,5,1
0.03587,0.51127,8.83598,1,5,3
0.07647999999999999,0.28297,4.01565,1,6,-1
0.0525,0.3897,22.56256,1,6,1
0.05929,0.38796,17.97664,1,6,1
0.07067000000000001,0.2889,0.89845,1,6,1
0.07686,0.28393,9.18752,1,6,-1
0.07783,0.28526,12.140660000000002,1,6,1
0.03958,0.3929,1.14845,1,6,2
0.03927,0.39242,0.21094,1,6,-1
0.04043,0.39163,1.28906,1,6,1
0.04281,0.39184,0.64063,1,6,-1
0.04344,0.39434,16.94538,1,6,2
0.07261000000000001,0.39423,12.398489999999994,1,6,2
0.094,0.39152,2.39064,1,6,1
0.09222,0.39167,0.40625,1,6,-1
0.09253,0.39165,2.28126,1,6,1
0.09287,0.3925,0.50781,1,6,-1
0.09273,0.39279,11.679709999999998,1,6,2
0.05388,0.51021,26.679760000000005,1,6,3
0.04443,0.49438,0.6875100000000001,1,6,2
0.06179,0.5139100000000001,15.44535,1,6,3
0.09464,0.62427,1.01563,1,6,3
0.09534,0.62692,5.546919999999999,1,6,4
0.06617,0.3949,6.375019999999999,1,6,2
0.06613,0.29321,4.28128,1,6,1
0.08678999999999999,0.24168,14.086029999999997,1,7,0
0.25713,0.06437999999999999,0.84375,1,7,-1
0.02686,0.50948,2.9765799999999993,1,7,3
0.04311,0.6258600000000001,0.16405999999999998,1,7,4
0.03936,0.62341,6.609399999999999,1,7,3
0.033710000000000004,0.5030899999999999,5.89847,1,7,2
0.02704,0.38877,2.05469,1,7,1
0.02274,0.39201,0.29688000000000003,1,7,-1
0.02184,0.39296,13.406299999999998,1,7,2
0.02439,0.37954,8.64066,1,7,1
0.1228,0.0708,14.429789999999997,1,8,0
0.02381,0.62868,7.2188099999999995,1,8,4
0.01514,0.62767,0.7187800000000001,1,8,4
0.03427,0.28633000000000003,18.11724,1,8,1
0.07546,0.4203,0.24219000000000002,1,8,2
0.02806,0.50307,3.6953299999999993,1,8,2
