TIME(2019/12/20 11:22:10.096),TIMETICK(f=2143482),FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
118.21875,5519416354452,0.09752999999999999,0.19114,0.35938000000000003,0,18,-1
118.23438,5519416387618,0.09729,0.20778000000000002,0.35938000000000003,0,18,-1
118.25,5519416422887,0.0903,0.21641,0.04688,1,18,-1
118.26563,5519416460740,0.08452,0.23056,0.0625,1,18,-1
118.28125,5519416493583,0.08257,0.24495,0.07812999999999999,1,18,-1
118.29688,5519416527790,0.08534,0.24803000000000003,0.09375,1,18,-1
118.3125,5519416563904,0.08467999999999999,0.25416,0.10937999999999999,1,18,-1
118.32813,5519416598575,0.08416,0.25893,0.125,1,18,-1
118.34375,5519416634226,0.08597,0.26186,0.14063,1,18,-1
118.36719,5519416669579,0.08763,0.26232,0.16405999999999998,1,18,-1
118.38281,5519416704675,0.08902,0.2627,0.17969000000000002,1,18,-1
118.39844,5519416739033,0.09053,0.26345999999999997,0.19530999999999998,1,18,-1
118.41406,5519416775128,0.09139,0.26585,0.21094000000000002,1,18,-1
118.42969,5519416810104,0.09162000000000001,0.26650999999999997,0.22655999999999998,1,18,-1
118.44531,5519416845127,0.0924,0.26464,0.24219000000000002,1,18,-1
118.46094,5519416880636,0.0923,0.26132,0.25781,1,18,-1
118.47656,5519416915917,0.0916,0.25639,0.27344,1,18,-1
118.49219,5519416951064,0.0895,0.25264000000000003,0.28906,1,18,-1
118.51563,5519416986702,0.08841,0.24794000000000002,0.3125,1,18,-1
118.53125,5519417020890,0.08714,0.24283000000000002,0.32813000000000003,1,18,-1
118.54688,5519417056719,0.08501,0.23851999999999998,0.34375,1,18,-1
118.5625,5519417092260,0.07912000000000001,0.20943,0.34375,0,18,-1
118.57813,5519417127304,0.06109,0.18037999999999998,0.34375,0,18,-1
118.59375,5519417162444,0.058170000000000006,0.16525,0.34375,0,18,-1
118.60938,5519417199509,0.051989999999999995,0.15206,0.04688,1,18,-1
118.625,5519417232305,0.049960000000000004,0.149,0.0625,1,18,-1
118.64063,5519417267766,0.051160000000000004,0.14802,0.07812999999999999,1,18,-1
118.65625,5519417303573,0.05279,0.15679,0.09375,1,18,-1
118.67969,5519417338692,0.0552,0.16695,0.11719,1,18,-1
118.69531,5519417373001,0.05577000000000001,0.17578,0.13280999999999998,1,18,-1
118.71094,5519417408896,0.05927,0.18218,0.14844000000000002,1,18,-1
118.72656,5519417445687,0.061579999999999996,0.1856,0.16405999999999998,1,18,-1
118.74219,5519417478724,0.061220000000000004,0.187,0.17969000000000002,1,18,-1
118.75781,5519417514826,0.060660000000000006,0.1864,0.19530999999999998,1,18,-1
118.77344,5519417550005,0.05977999999999999,0.18473,0.21094000000000002,1,18,-1
118.78906,5519417584374,0.0576,0.18389,0.22655999999999998,1,18,-1
118.80469,5519417620726,0.05587999999999999,0.18492,0.24219000000000002,1,18,-1
118.82813,5519417657847,0.0548,0.18707000000000001,0.26563000000000003,1,18,-1
118.84375,5519417690637,0.05596,0.18887,0.28125,1,18,-1
118.85938,5519417726070,0.05677000000000001,0.19144,0.29688000000000003,1,18,-1
118.875,5519417761179,0.057870000000000005,0.19492,0.3125,1,18,-1
118.89063,5519417795622,0.058679999999999996,0.19834000000000002,0.32813000000000003,1,18,-1
118.90625,5519417832304,0.05972,0.20113,0.34375,1,18,-1
118.92188,5519417866485,0.061020000000000005,0.20469,0.35938000000000003,1,18,-1
118.9375,5519417905084,0.06283,0.20911,0.375,1,18,-1
118.95313,5519417936561,0.06931,0.24477,0.375,0,18,-1
118.96875,5519417972572,0.09104,0.29279,0.375,0,18,-1
118.98438,5519418006984,0.09127,0.30322,0.375,0,18,-1
119.00781,5519418043251,0.11652,0.29941,0.054689999999999996,1,18,-1
119.02344,5519418079465,0.13084,0.29525999999999997,0.07031,1,18,-1
119.03906,5519418112604,0.13084,0.29525999999999997,0.08594,1,18,-1
119.05469,5519418155018,0.13084,0.29525999999999997,0.10156,1,18,-1
119.07031,5519418182960,0.13084,0.29525999999999997,0.11719,1,18,-1
119.08594,5519418217841,0.14623,0.30788000000000004,0.11719,0,18,-1
119.10156,5519418256147,0.14623,0.30788000000000004,0.11719,0,18,-1
119.125,5519418292824,0.14623,0.30788000000000004,0.11719,0,18,-1
119.13281,5519418325763,0.0,0.0,0.11719,0,18,-1
119.15625,5519418361639,0.0,0.0,0.11719,0,18,-1
119.17188,5519418398322,0.0,0.0,0.11719,0,18,-1
119.1875,5519418431752,0.0,0.0,0.11719,0,18,-1
119.20313,5519418467194,0.0,0.0,0.11719,0,18,-1
119.21875,5519418502653,0.0,0.0,0.11719,0,18,-1
119.23438,5519418537068,0.0,0.0,0.11719,0,18,-1
119.25,5519418571763,0.0,0.0,0.11719,0,18,-1
119.26563,5519418607220,0.0,0.0,0.11719,0,18,-1
119.28125,5519418642078,0.0,0.0,0.11719,0,18,-1
119.29688,5519418677293,0.0,0.0,0.11719,0,18,-1
119.32031,5519418712980,0.0,0.0,0.11719,0,18,-1
119.33594,5519418747595,0.0,0.0,0.11719,0,18,-1
119.35156,5519418782867,0.0,0.0,0.11719,0,18,-1
119.36719,5519418818004,0.0,0.0,0.11719,0,18,-1
119.38281,5519418853185,0.0,0.0,0.11719,0,18,-1
119.39844,5519418888762,0.0,0.0,0.11719,0,18,-1
119.41406,5519418924094,0.0,0.0,0.11719,0,18,-1
119.42969,5519418959199,0.0,0.0,0.11719,0,18,-1
119.44531,5519418993585,0.0,0.0,0.11719,0,18,-1
119.46094,5519419029227,0.0,0.0,0.11719,0,18,-1
119.48438,5519419064809,0.0,0.0,0.11719,0,18,-1
119.5,5519419099105,0.0,0.0,0.11719,0,18,-1
119.51563,5519419135410,0.0,0.0,0.11719,0,18,-1
119.53125,5519419170447,0.0,0.0,0.11719,0,18,-1
119.54688,5519419205633,0.0,0.0,0.11719,0,18,-1
119.5625,5519419240152,0.0,0.0,0.11719,0,18,-1
119.57813,5519419276042,0.0,0.0,0.11719,0,18,-1
119.59375,5519419310934,0.0,0.0,0.11719,0,18,-1
119.60938,5519419346437,0.0,0.0,0.11719,0,18,-1
119.63281,5519419381475,0.0,0.0,0.11719,0,18,-1
119.64844,5519419416898,0.0,0.0,0.11719,0,18,-1
119.66406,5519419452034,0.0,0.0,0.11719,0,18,-1
119.67969,5519419486720,0.0,0.0,0.11719,0,18,-1
119.69531,5519419522596,0.0,0.0,0.11719,0,18,-1
119.71094,5519419561329,0.0,0.0,0.11719,0,18,-1
119.72656,5519419592726,0.0,0.0,0.11719,0,18,-1
119.74219,5519419628045,0.0,0.0,0.11719,0,18,-1
119.75781,5519419663259,0.0,0.0,0.11719,0,18,-1
119.77344,5519419698124,0.0,0.0,0.11719,0,18,-1
119.79688,5519419733435,0.0,0.0,0.11719,0,18,-1
119.8125,5519419769624,0.0,0.0,0.11719,0,18,-1
119.82813,5519419803485,0.0,0.0,0.11719,0,18,-1
119.84375,5519419839540,0.0,0.0,0.11719,0,18,-1
119.85938,5519419876189,0.0,0.0,0.11719,0,18,-1
119.875,5519419909976,0.0,0.0,0.11719,0,18,-1
119.89063,5519419946444,0.0,0.0,0.11719,0,18,-1
119.90625,5519419982286,0.0,0.0,0.11719,0,18,-1
119.92188,5519420017233,0.0,0.0,0.11719,0,18,-1
119.9375,5519420050390,0.0,0.0,0.11719,0,18,-1
119.96094,5519420086441,0.0,0.0,0.11719,0,18,-1
119.97656,5519420122340,0.0,0.0,0.11719,0,18,-1
119.99219,5519420155929,0.0,0.0,0.11719,0,18,-1
120.00781,5519420192468,0.0,0.0,0.11719,0,18,-1
120.02344,5519420227307,0.0,0.0,0.11719,0,18,-1
120.03906,5519420263235,0.0,0.0,0.11719,0,18,-1
120.05469,5519420298460,0.0,0.0,0.11719,0,18,-1
