FPOGD,FPOGV,Question,Regions
14.83862,1,1,-1
3.06222,1,1,-1
1.9833500000000002,1,1,-1
26.528980000000004,1,1,5
0.57757,1,2,-1
4.80603,1,2,1
0.14794000000000002,1,2,3
7.345530000000001,1,2,4
0.34185,1,3,-1
8.03205,1,3,1
0.21472,1,3,-1
1.2423,1,3,1
10.423960000000003,1,4,0
12.618889999999997,1,4,1
0.22974,1,4,-1
1.2019,1,4,2
34.782740000000004,1,5,0
4.0042599999999995,1,5,0
0.58605,1,6,-1
25.181519999999992,1,6,3
11.58822,1,6,4
6.81394,1,6,2
2.7494899999999998,1,7,0
0.34521999999999997,1,7,1
10.98708,1,7,2
1.2564700000000002,1,7,2
4.76074,1,7,3
4.697499999999998,1,7,4
7.27362,1,8,0
0.21301,1,8,-1
1.1016700000000001,1,8,4
0.24620999999999998,1,8,3
1.13318,1,8,2
1.51259,1,8,3
12.756210000000001,1,8,4
0.5908399999999999,1,8,-1
19.18130999999999,1,9,0
9.416640000000001,1,9,3
0.9204,1,9,2
24.030739999999998,1,10,0
16.809689999999996,1,10,1
8.57042,1,10,1
4.7402500000000005,1,10,3
20.33543,1,10,4
1.13721,1,10,0
0.73644,1,10,3
0.34583,1,11,-1
4.82704,1,11,1
0.93702,1,11,2
0.27918,1,11,-1
0.73913,1,11,1
9.150280000000002,1,11,4
9.052140000000001,1,11,3
0.73,1,11,-1
1.6772599999999998,1,12,3
4.166010000000001,1,12,3
6.192620000000001,1,12,1
17.637850000000007,1,13,1
9.263150000000001,1,13,3
7.8785599999999985,1,13,1
0.7407199999999999,1,13,2
0.7876,1,13,3
15.323729999999994,1,13,4
0.9650899999999999,1,13,-1
3.72731,1,14,2
8.58568,1,14,3
0.64063,1,15,1
0.75756,1,15,-1
21.52713,1,15,0
16.28524,1,15,1
15.568070000000002,1,15,1
0.34558,1,15,3
1.4961,1,15,2
14.000079999999999,1,15,3
30.99489,1,15,2
1.62134,1,15,4
7.537710000000001,1,17,2
1.8527600000000002,1,17,2
3.62196,1,17,3
4.267080000000001,1,18,1
29.052610000000016,1,18,2
0.29553,1,18,-1
22.53318,1,18,1
0.75952,1,18,1
15.390850000000004,1,18,3
1.3186,1,19,1
20.36439999999999,1,19,0
0.7714799999999999,1,19,2
36.20654000000001,1,20,2
1.8065299999999997,1,20,3
1.4273699999999998,1,20,2
6.049930000000001,1,20,1
1.44896,1,20,1
0.9248,1,20,-1
12.37426,1,20,1
11.01319,1,20,2
10.926399999999997,1,20,-1
0.38746,1,21,-1
13.879960000000004,1,21,1
4.697510000000001,1,21,4
5.4591,1,21,3
3.8249699999999995,1,21,1
0.74108,1,22,1
6.458489999999999,1,22,3
8.52125,1,22,4
9.533449999999997,1,22,1
6.596069999999998,1,22,4
11.604010000000002,1,22,1
4.18628,1,22,-1
2.17125,1,22,1
4.09376,1,22,1
12.585099999999997,1,22,3
5.392939999999999,1,22,2
1.04504,1,22,3
26.408319999999993,1,22,1
3.00794,1,22,0
4.67676,1,22,-1
8.567,1,22,1
5.639050000000001,1,22,2
14.60741,1,22,3
12.38173,1,22,3
0.74524,1,22,2
0.57569,1,22,1
0.49522999999999995,1,23,-1
36.95077000000001,1,23,0
0.47656,1,23,-1
1.79955,1,23,3
3.7454799999999997,1,23,4
23.478099999999994,1,23,3
13.884309999999997,1,23,1
23.439449999999997,1,23,2
0.54175,1,23,-1
2.20299,1,23,0
0.39428,1,23,4
12.528540000000003,1,24,0
5.050780000000001,1,24,0
3.9140499999999996,1,24,2
2.0536,1,24,2
8.683370000000004,1,24,0
17.435310000000005,1,24,1
0.6838299999999999,1,24,2
4.372930000000001,1,24,3
6.1948099999999995,1,24,2
0.68994,1,24,-1
1.07263,1,25,-1
2.1867900000000002,1,25,1
1.61023,1,25,-1
3.4002800000000004,1,25,1
0.21326,1,25,-1
19.35372999999999,1,25,2
1.11183,1,25,2
4.89564,1,25,3
29.62256,1,26,3
0.22827,1,27,-1
1.0360099999999999,1,28,1
3.6561399999999997,1,28,3
2.65978,1,28,4
16.475960000000004,1,28,3
1.3928099999999999,1,28,-1
1.32899,1,29,-1
1.26478,1,29,0
1.7246000000000001,1,29,1
0.83863,1,29,-1
25.841120000000004,1,29,0
14.727270000000003,1,29,1
0.29578,1,29,-1
15.775160000000001,1,29,1
1.5537,1,29,0
1.6977599999999997,1,29,-1
0.49584,1,30,3
6.127210000000001,1,30,4
8.53004,1,30,1
3.0096500000000006,1,31,2
0.58557,1,32,4
0.99451,1,32,3
0.46094,1,32,0
0.34485,1,32,-1
0.87537,1,32,0
0.93835,1,32,2
0.21423000000000006,1,32,-1
2.3026000000000004,1,32,1
1.1782200000000003,1,32,2
0.62658,1,33,-1
21.962629999999997,1,33,0
3.338390000000001,1,33,1
0.36035,1,33,-1
5.04992,1,33,2
0.55737,1,33,-1
3.04176,1,33,1
9.16356,1,33,2
5.286390000000001,1,33,4
0.62513,1,33,1
11.757230000000005,1,33,0
0.9069900000000001,1,33,2
1.9728899999999996,1,33,3
11.350580000000004,1,33,2
0.68934,1,33,1
