TIME,TIMETICKS,FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
111.5835,5192621556506,0.00963,0.06232000000000001,0.26294,0,19,-1
111.59961000000001,5192621591214,0.00294,0.04118,0.26294,0,19,-1
111.61646,5192621627526,-0.009640000000000001,0.0067,0.26294,0,19,-1
111.63281,5192621662356,0.00733,0.01725,0.26294,0,19,-1
111.64941,5192621697788,0.00893,0.0407,0.26294,0,19,-1
111.66626000000001,5192621734011,0.012159999999999999,0.06022,0.0498,1,19,-1
111.68188,5192621767484,0.01614,0.07645,0.06543,1,19,-1
111.69848999999999,5192621802936,0.014469999999999998,0.08404,0.08202999999999999,1,19,-1
111.71826000000001,5192621845733,0.0136,0.0905,0.10181,1,19,-1
111.7478,5192621908892,0.01383,0.10277,0.13135,1,19,-1
111.76513999999999,5192621945998,0.01012,0.10232999999999999,0.14868,1,19,-1
111.78076000000001,5192621979677,0.01095,0.09949,0.16430999999999998,1,19,-1
111.79711999999999,5192622014527,0.011090000000000001,0.09543,0.18066,1,19,-1
111.81348,5192622049379,0.01121,0.09197000000000001,0.19702,1,19,-1
111.82983,5192622084560,0.01115,0.09103,0.21338000000000001,1,19,-1
111.84716999999999,5192622121766,0.01196,0.09226000000000001,0.23071,1,19,-1
111.86255,5192622155014,0.01329,0.09532,0.24609,1,19,-1
111.87915,5192622190405,0.0146,0.10074,0.2627,1,19,-1
111.89721999999999,5192622229019,0.01671,0.10588,0.28076,1,19,-1
111.91187,5192622260683,0.0186,0.11049,0.29541,1,19,-1
111.92846999999999,5192622295909,0.02169,0.11377999999999999,0.31201,1,19,0
111.94507,5192622331462,0.02636,0.11431,0.32861,1,19,0
111.96265,5192622369466,0.03034,0.11377999999999999,0.34619,1,19,0
111.97753999999999,5192622401459,0.03336,0.11310999999999999,0.36108,1,19,0
111.99413999999999,5192622436985,0.06091,0.13012,0.36108,0,19,0
112.01073999999998,5192622472467,0.07696,0.11045999999999999,0.36108,0,19,0
112.02686000000001,5192622506936,0.08875,0.09304,0.36108,0,19,0
112.04346000000001,5192622542804,0.09126000000000001,0.08534,0.049319999999999996,1,19,0
112.06006000000001,5192622577940,0.0919,0.0773,0.06592,1,19,0
112.07763999999999,5192622615707,0.08706,0.06316000000000001,0.0835,1,19,-1
112.09253000000001,5192622647673,0.08105,0.05287000000000001,0.09838999999999999,1,19,-1
112.10938,5192622683630,0.07682,0.046110000000000005,0.11523,1,19,-1
112.12573,5192622718867,0.08497,0.047560000000000005,0.13159,1,19,-1
112.14209,5192622753800,0.09456,0.050069999999999996,0.14795,1,19,-1
112.15868999999999,5192622789352,0.10312,0.05565,0.16455,1,19,-1
112.1748,5192622824254,0.11052000000000001,0.06034,0.18066,1,19,-1
112.19141,5192622859579,0.11484000000000001,0.06962,0.19727,1,19,0
112.20776000000001,5192622894838,0.11844,0.0771,0.21361999999999998,1,19,0
112.22437,5192622930155,0.12239000000000001,0.08116,0.23021999999999998,1,19,0
112.24048,5192622964893,0.12487999999999999,0.08287,0.24634,1,19,0
112.25708,5192623000424,0.12717,0.08479,0.26294,1,19,0
112.27318999999999,5192623035070,0.12984,0.08826,0.27905,1,19,0
112.28979,5192623070418,0.1646,0.11285999999999999,0.27905,0,19,0
112.3064,5192623106418,0.18202000000000002,0.10878,0.27905,0,19,0
112.32275,5192623141209,0.17756,0.10668,0.27905,0,19,0
112.33911,5192623176396,0.17390999999999998,0.09243,0.049319999999999996,1,19,0
112.35571000000002,5192623211890,0.17235999999999999,0.08662,0.06592,1,19,0
112.37207,5192623246699,0.17264000000000002,0.07914,0.08227999999999999,1,19,0
112.38892,5192623283086,0.17484,0.08815,0.09912,1,19,0
112.40503000000001,5192623317383,0.177,0.09749,0.11523,1,19,0
112.42114,5192623352100,0.17943,0.10714000000000001,0.13135,1,19,0
112.43773999999999,5192623387911,0.18552000000000002,0.11068,0.14795,1,19,0
112.4541,5192623422666,0.19008,0.1112,0.16430999999999998,1,19,0
112.47046,5192623458023,0.19187,0.11098,0.18066,1,19,0
112.48706000000001,5192623493601,0.19324000000000002,0.10974,0.19727,1,19,0
112.50415,5192623530004,0.19484,0.11094000000000001,0.21436,1,19,0
112.51953,5192623563093,0.19622,0.11404,0.22974,1,19,0
112.53638000000001,5192623599069,0.1979,0.11713,0.24658000000000002,1,19,0
112.55298,5192623634533,0.1993,0.11944,0.26318,1,19,0
112.56885,5192623668976,0.19935,0.1203,0.27905,1,19,0
112.58545,5192623704100,0.19477,0.12065,0.29565,1,19,0
112.60473999999999,5192623745582,0.19028,0.11955,0.31494,1,19,0
112.61816,5192623774402,0.17925,0.12639,0.32837,1,19,0
112.63476999999999,5192623809941,0.16805,0.13248,0.34497,1,19,0
112.65137,5192623845801,0.12847,0.16317,0.34497,0,19,0
112.66771999999999,5192623880798,0.04052,0.21176999999999999,0.34497,0,19,0
112.68433,5192623916213,0.0165,0.23870999999999998,0.34497,0,19,-1
112.70043999999999,5192623950769,-0.03611,0.28392,0.34497,0,19,-1
112.71728999999999,5192623986709,-0.02213,0.29699000000000003,0.34497,0,19,-1
112.7334,5192624021591,-0.02683,0.2942,0.34497,0,19,-1
112.75,5192624056884,-0.0319,0.28586999999999996,0.04956,1,19,-1
112.76611000000001,5192624091523,-0.03846,0.27485,0.06567,1,19,-1
112.78345,5192624128959,-0.043519999999999996,0.27155,0.08301,1,19,-1
112.79932,5192624162498,-0.04799,0.26709,0.09888,1,19,-1
112.81543,5192624197365,-0.04664,0.26168,0.11499000000000001,1,19,-1
112.83252,5192624233952,-0.04577,0.25703000000000004,0.13208,1,19,-1
112.84863,5192624268676,-0.04507,0.25331,0.14819000000000002,1,19,-1
112.86498999999999,5192624303322,-0.0442,0.2536,0.16455,1,19,-1
112.88158999999999,5192624338827,-0.04237,0.25626,0.18115,1,19,-1
112.89771,5192624373820,-0.04022,0.2601,0.19727,1,19,-1
112.91431000000001,5192624409204,-0.03935,0.26139,0.21386999999999998,1,19,-1
112.94726999999999,5192624479655,-0.03474,0.26715,0.24683000000000002,1,19,-1
112.96338,5192624514356,-0.03406,0.27058000000000004,0.26294,1,19,-1
112.97998,5192624550084,-0.03277,0.27215,0.27954,1,19,-1
112.99633999999999,5192624585118,-0.03136,0.27421,0.2959,1,19,-1
113.0127,5192624620132,-0.02918,0.27735,0.31226,1,19,-1
113.0293,5192624655541,-0.02698,0.28028000000000003,0.32886,1,19,-1
113.04565,5192624690852,-0.007409999999999999,0.30996,0.32886,0,19,-1
113.06177,5192624725396,-0.00055,0.39902,0.32886,0,19,-1
113.07861000000001,5192624761162,0.00808,0.43642,0.32886,0,19,-1
113.09496999999999,5192624796310,0.0156,0.49528,0.32886,0,19,2
113.11108,5192624830883,0.00161,0.47751000000000005,0.32886,0,19,-1
113.12768999999999,5192624866804,-0.00156,0.4611,0.32886,0,19,-1
113.14428999999998,5192624902054,-0.007109999999999999,0.44338,0.049319999999999996,1,19,-1
113.16113,5192624938298,-0.01116,0.42932,0.06616,1,19,-1
113.17676000000002,5192624971755,-0.01529,0.42098,0.08179,1,19,-1
113.19336000000001,5192625007596,-0.01811,0.41531999999999997,0.09838999999999999,1,19,-1
113.20996000000001,5192625042745,-0.021490000000000002,0.41313999999999995,0.11499000000000001,1,19,-1
113.22656,5192625078344,-0.02182,0.41142,0.13159,1,19,-1
113.24268000000001,5192625113177,-0.02001,0.41503999999999996,0.14770999999999998,1,19,-1
113.25928,5192625148670,-0.01747,0.42341000000000006,0.16430999999999998,1,19,-1
113.27588,5192625184172,-0.01681,0.43183,0.18091,1,19,-1
113.29175,5192625218443,-0.01645,0.43851,0.19677999999999998,1,19,-1
113.30835,5192625253902,-0.01564,0.44218,0.21338000000000001,1,19,-1
113.32495,5192625289374,-0.01726,0.45174,0.22998000000000002,1,19,-1
113.34106000000001,5192625324188,-0.01967,0.45811,0.24609,1,19,-1
113.35767,5192625359360,-0.020380000000000002,0.46101000000000003,0.2627,1,19,-1
113.375,5192625396881,-0.020819999999999998,0.46421,0.28003,1,19,-1
113.39063,5192625430181,-0.02301,0.49725,0.28003,0,19,-1
113.40673999999999,5192625464659,-0.030289999999999997,0.51599,0.28003,0,19,-1
113.42334,5192625500562,-0.02949,0.5239699999999999,0.28003,0,19,-1
113.43993999999999,5192625535781,-0.02845,0.52925,0.049319999999999996,1,19,-1
113.45605,5192625570482,-0.026789999999999998,0.52436,0.06543,1,19,-1
113.47241000000001,5192625605580,-0.02653,0.51553,0.08179,1,19,-1
113.4917,5192625646663,-0.02536,0.51152,0.10107000000000001,1,19,-1
113.50537,5192625676261,-0.02348,0.5172399999999999,0.11475,1,19,-1
113.52221999999999,5192625712190,-0.01785,0.52342,0.13159,1,19,-1
113.53931000000001,5192625748829,-0.01305,0.52908,0.14868,1,19,-1
113.55493,5192625782340,-0.01123,0.5340699999999999,0.16430999999999998,1,19,-1
113.57104,5192625817169,-0.0079,0.5396,0.18042,1,19,-1
113.58813,5192625853409,-0.00566,0.54298,0.19751,1,19,-1
113.604,5192625887354,-0.0056700000000000006,0.5408,0.21338000000000001,1,19,-1
113.62036,5192625922847,-0.006370000000000001,0.53699,0.22974,1,19,-1
113.63696000000002,5192625958413,-0.00746,0.53255,0.24634,1,19,-1
113.65332,5192625993503,-0.00894,0.52852,0.2627,1,19,-1
113.67041,5192626029741,-0.00997,0.52788,0.27979,1,19,-1
113.68701000000001,5192626065309,-0.01077,0.52756,0.29639,1,19,-1
113.70288000000001,5192626099282,-0.01108,0.52695,0.31226,1,19,-1
113.71898999999999,5192626133947,-0.011559999999999999,0.53137,0.32837,1,19,-1
113.7356,5192626169582,-0.01196,0.53546,0.34497,1,19,-1
113.75195,5192626204611,-0.0112,0.54145,0.36133000000000004,1,19,-1
113.76855,5192626240132,-0.00916,0.54808,0.37793000000000004,1,19,-1
113.78466999999999,5192626275006,-0.00685,0.55511,0.39404,1,19,-1
113.80127,5192626310369,-0.0069299999999999995,0.5604,0.41063999999999995,1,19,-1
113.81836000000001,5192626347051,-0.0066,0.60253,0.41063999999999995,0,19,-1
113.83423,5192626380827,-0.00099,0.6578,0.41063999999999995,0,19,-1
113.85033999999999,5192626415616,0.00225,0.66684,0.41063999999999995,0,19,-1
113.86719,5192626451435,-0.00223,0.70358,0.41063999999999995,0,19,-1
113.88354,5192626486597,-0.01485,0.70148,0.41063999999999995,0,19,-1
113.89966000000001,5192626521535,-0.00517,0.6998,0.41063999999999995,0,19,-1
113.91626000000001,5192626556778,0.00109,0.69655,0.049069999999999996,1,19,-1
113.93311000000001,5192626593117,0.0050100000000000006,0.69493,0.06592,1,19,-1
113.94922,5192626627626,0.0028699999999999997,0.69868,0.08202999999999999,1,19,-1
113.96558,5192626662419,0.00156,0.69509,0.09838999999999999,1,19,-1
113.98193,5192626697894,0.00086,0.69297,0.11475,1,19,-1
113.99853999999999,5192626733069,0.00257,0.69584,0.13135,1,19,-1
114.01489,5192626768415,0.0026,0.6998300000000001,0.14770999999999998,1,19,-1
114.03125,5192626803449,0.0030399999999999997,0.70387,0.16405999999999998,1,19,-1
114.04761,5192626838305,0.0038299999999999996,0.70533,0.18042,1,19,-1
114.06421,5192626874011,0.00414,0.7044100000000001,0.19702,1,19,-1
114.08032,5192626908698,0.0044,0.70363,0.21313000000000001,1,19,-1
114.09716999999999,5192626944458,0.0046700000000000005,0.7003,0.22998000000000002,1,19,-1
114.11353000000001,5192626979738,0.00524,0.7033699999999999,0.24634,1,19,-1
114.12988,5192627014771,0.00589,0.70636,0.2627,1,19,-1
114.14623999999999,5192627049623,0.0067,0.70657,0.27905,1,19,-1
114.1626,5192627084962,0.0074,0.70782,0.29541,1,19,-1
114.1792,5192627120458,0.00788,0.7087,0.31201,1,19,-1
114.19531,5192627154929,0.00788,0.7071,0.32813000000000003,1,19,-1
114.21191,5192627190706,0.00783,0.70433,0.34473000000000004,1,19,-1
114.22851999999999,5192627226222,0.007690000000000001,0.70158,0.36133000000000004,1,19,-1
114.24486999999999,5192627261400,0.00838,0.70017,0.37769,1,19,-1
114.2627,5192627299410,0.009,0.70008,0.39551,1,19,-1
114.27758999999999,5192627331208,0.00968,0.70022,0.4104,1,19,-1
114.29418999999999,5192627366791,0.01143,0.70162,0.427,1,19,4
114.3103,5192627401626,0.01199,0.70336,0.44311999999999996,1,19,4
114.32715,5192627437693,0.01235,0.7046600000000001,0.45996000000000004,1,19,4
114.34351000000001,5192627472429,0.01138,0.70427,0.47631999999999997,1,19,4
114.35986000000001,5192627507475,0.01128,0.70335,0.49268,1,19,4
114.37671,5192627544051,0.01072,0.7015600000000001,0.50952,1,19,4
114.39282,5192627578319,0.00898,0.69712,0.52563,1,19,-1
114.40918,5192627613675,0.00659,0.69231,0.54199,1,19,-1
114.42553999999998,5192627648249,-0.00159,0.6622399999999999,0.54199,0,19,-1
114.44238,5192627684541,0.08986,0.64785,0.54199,0,19,4
114.45825,5192627718861,0.21894,0.67872,0.54199,0,19,4
114.47827,5192627761578,0.37861,0.7123,0.54199,0,19,4
114.49292,5192627792746,0.63197,0.78308,0.54199,0,19,-1
