FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
0.13119,0.1935,6.704690000000002,1,1,0
0.11753,0.25328,4.879550000000001,1,1,-1
0.07633,0.51327,1.5281499999999997,1,1,3
0.060279999999999986,0.62851,0.21342,1,1,4
0.06175,0.62439,0.13161,1,1,3
0.061120000000000015,0.62551,0.14789000000000002,1,1,4
0.06079,0.62395,12.448710000000002,1,1,3
0.07689,0.49922,2.48059,1,2,2
0.06515,0.39413,7.89263,1,2,2
0.07001,0.73314,0.74034,1,2,4
0.05448,0.62161,0.83841,1,2,3
0.11922,0.24032,0.24641,1,2,0
0.11981,0.24734,6.328860000000001,1,2,-1
0.08553,0.73454,5.764159999999999,1,2,4
0.09166,0.73657,1.11878,1,2,4
0.09854,0.50307,2.9014900000000003,1,2,2
0.058220000000000015,0.38581,2.8269399999999996,1,2,1
0.07238,0.28472,0.6896899999999999,1,2,-1
0.0769,0.28606,0.44319,1,2,1
0.07847,0.28284000000000004,1.396,1,2,-1
0.07918,0.29597,1.01819,1,2,1
0.76027,0.78414,0.47733,1,2,-1
0.10568,0.28658,0.11485000000000001,1,2,1
0.09863,0.28216,4.371149999999999,1,2,-1
0.08422,0.24216,0.78848,1,3,0
0.07309,0.50865,0.31226,1,3,-1
0.07336000000000001,0.51007,1.315,1,3,3
0.08041,0.50003,1.6757700000000002,1,3,2
0.08778,0.38886,1.16795,1,3,1
0.07032999999999999,0.2949,1.2146,1,3,1
0.07097,0.62465,6.14571,1,3,3
0.08375,0.7450399999999999,17.910770000000003,1,3,-1
0.08819,0.50156,1.90822,1,3,2
0.0961,0.24735,0.36107,1,3,-1
0.11253,0.29148,1.26295,1,3,1
0.06745,0.6230899999999999,0.14933000000000002,1,3,3
0.07078,0.62505,0.49213999999999997,1,3,4
0.07125,0.62287,1.47727,1,3,3
0.03594,0.07687000000000001,1.1172,1,4,0
0.12254,0.23669,14.69264,1,4,0
0.10952,0.24968,0.49243000000000003,1,4,-1
0.10777,0.24496,4.37328,1,4,0
0.16178,0.25121,0.44382,1,4,-1
0.04973,0.39538,27.85094000000001,1,4,2
0.08865,0.38975,5.799620000000002,1,4,1
0.0708,0.57717,0.11493,1,4,3
0.04118,0.6228600000000001,1.8562500000000002,1,4,3
0.03928,0.49892,0.82175,1,4,2
0.02236,0.24235,7.211140000000001,1,4,0
-0.0134,0.51727,0.6889200000000001,1,4,-1
0.08592000000000001,0.39857,0.41195000000000004,1,5,2
0.08582000000000001,0.38395,1.2659699999999998,1,5,1
0.08465,0.23594,12.976469999999997,1,5,0
0.17052,0.28236999999999995,1.51103,1,5,-1
0.07122,0.39254,0.23033,1,5,-1
0.07207000000000001,0.39654,7.23739,1,5,2
0.052979999999999985,0.50747,39.245049999999985,1,5,2
0.06921000000000001,0.61826,5.52609,1,5,3
0.04398,0.5041399999999999,0.93703,1,5,2
0.04866,0.50912,0.21327,1,5,-1
0.05022,0.51213,1.29749,1,5,3
0.10689,0.51594,1.33367,1,6,3
0.08567000000000001,0.50565,3.00928,1,6,2
0.06296,0.38311,0.8205899999999999,1,6,1
0.02051,0.12158,3.1874599999999993,1,6,-1
0.02505,0.11426,36.42873999999999,1,6,0
0.06568,0.07945,3.81415,1,6,0
0.08865,0.25075,0.23004,1,6,-1
0.04091,0.26518,0.34445000000000003,1,6,-1
0.04349,0.23922,4.941889999999999,1,6,0
0.06874,0.502,0.69077,1,6,2
0.06392,0.51461,2.3359900000000002,1,6,3
0.0607,0.39522,7.29316,1,6,2
0.07388,0.39169,0.5092300000000001,1,6,-1
0.07349,0.38937,6.7099899999999995,1,6,1
0.15605,0.37783,0.69084,1,6,1
0.11348,0.27117,0.5420400000000001,1,6,-1
0.0173,0.10311,2.86097,1,6,-1
0.04815,0.50669,0.8842,1,6,2
0.05812000000000001,0.51254,3.74906,1,6,3
0.06322,0.5056,23.007420000000003,1,6,2
0.06892000000000001,0.6249600000000001,4.33927,1,6,3
0.07131,0.62588,11.27646,1,6,4
0.08855,0.7421800000000001,8.57074,1,6,-1
0.10483,0.74164,3.2872900000000005,1,6,-1
0.10318,0.7348600000000001,1.0686900000000001,1,6,4
0.07637999999999999,0.5224300000000001,0.85509,1,6,3
0.05014,0.50212,26.36032999999999,1,6,2
0.06704,0.27116,0.21378,1,6,-1
0.06342,0.24431,2.26931,1,6,0
0.02081,0.10161,6.230480000000001,1,6,-1
0.03199,0.27885,0.54165,1,7,-1
0.02908,0.24281,8.245550000000001,1,7,0
0.12423,0.24621,0.26331,1,7,-1
0.12512,0.2445,1.56195,1,7,0
0.12472,0.24611,2.4853100000000006,1,7,-1
0.13810999999999998,0.24462,8.01277,1,7,0
0.21879,0.2459,9.968000000000002,1,7,-1
0.13583,0.24665,5.31294,1,7,-1
0.134,0.24455,16.62044,1,7,0
0.08667000000000001,0.75232,5.290990000000001,1,7,-1
0.05717000000000001,0.39244,0.22997,1,7,-1
0.0574,0.39472,9.173659999999998,1,7,2
0.03669,0.73501,0.29538,1,7,4
0.04724,0.74274,3.845790000000001,1,7,-1
0.05089,0.2489,0.29732000000000003,1,7,-1
0.07408,0.28611,0.11502,1,8,1
0.07211000000000001,0.27816,4.46898,1,8,-1
0.06712,0.39444,4.272459999999999,1,8,2
0.03362,0.51241,2.7636600000000002,1,8,3
0.05206,0.62552,0.29684,1,8,4
0.04307,0.6191,4.04482,1,8,3
0.05925,0.62578,0.83938,1,8,4
0.08215,0.6400399999999999,1.4544099999999998,1,8,4
0.06934,0.7418,4.991709999999999,1,8,-1
0.06948,0.73735,2.00421,1,8,4
0.0555,0.62228,0.93735,1,8,3
0.05778,0.62776,2.87425,1,8,4
0.06456,0.62157,1.16731,1,8,3
0.09456,0.5076,14.027170000000002,1,8,2
0.21489,0.25819000000000003,0.27954999999999997,1,8,-1
0.18293,0.30488000000000004,0.73935,1,8,1
0.04768,0.51095,7.494609999999999,1,8,3
0.78396,0.823,0.36127,1,8,5
0.80342,0.79115,0.82157,1,8,-1
0.81642,0.79897,39.81586000000002,1,8,5
0.04822,0.40454,2.1883,1,8,2
0.06021,0.39163,2.20932,1,8,1
0.0678,0.61969,7.4489100000000015,1,8,3
0.13964,0.47842,0.49363,1,8,2
0.17719,0.39114,0.74099,1,8,1
0.18994,0.25061,0.34558999999999995,1,8,-1
0.16525,0.29741,0.6258699999999999,1,8,1
0.054520000000000006,0.63026,20.30662,1,8,4
0.04704,0.62447,1.92552,1,8,3
0.04424,0.6271899999999999,0.82373,1,8,4
0.04277,0.62085,1.8244300000000004,1,8,3
0.013280000000000002,0.51332,2.12171,1,8,3
0.1354,0.7295699999999999,0.9361200000000002,1,8,4
0.04451,0.62531,6.848830000000001,1,8,4
0.89328,0.79772,91.35520999999999,1,8,5
0.8508600000000001,1.00381,0.3615,1,8,-1
0.86321,0.9984,7.15772,1,8,5
0.09891,0.62052,4.5843,1,8,3
0.0479,0.5047,1.6785599999999998,1,8,2
0.04594,0.5099899999999999,7.9516,1,8,3
0.02727,0.0806,12.571950000000001,1,9,0
0.14095,0.25458000000000003,0.49236,1,9,-1
0.12799000000000002,0.28959,0.62314,1,9,1
0.0899,0.39073,0.27937999999999996,1,9,1
0.09112,0.39443,1.7776899999999998,1,9,2
0.08123,0.39247,0.29588000000000003,1,9,-1
0.07972,0.38848,8.068289999999998,1,9,1
0.13333,0.39501,0.8044999999999999,1,9,2
0.12194,0.38826,1.5939,1,9,1
0.04998,0.5078600000000001,0.41037,1,9,2
0.05171,0.51584,2.9877999999999996,1,9,3
0.09672,0.49941,4.48548,1,9,2
0.06498999999999999,0.62557,25.77937,1,9,4
0.07578,0.73895,9.134259999999998,1,9,4
0.04866,0.62183,12.764089999999994,1,9,3
0.04267,0.5029899999999999,10.56123,1,9,2
0.7785,0.8247,0.7229,1,9,-1
0.12874000000000002,0.39007,1.6274300000000002,1,9,1
0.18441,0.26425,3.375429999999999,1,10,-1
0.25194,0.24239,5.5127,1,10,0
0.06692000000000001,0.39226,0.31229,1,10,-1
0.06777000000000001,0.39391,5.88408,1,10,2
0.0742,0.38898,0.29599000000000003,1,10,1
0.07875,0.39473,13.021320000000001,1,10,2
0.12717,0.38586,8.168819999999998,1,10,1
0.04621,0.5312600000000001,0.542,1,10,3
0.04141,0.62762,1.33043,1,10,4
0.04969,0.63163,1.5620699999999998,1,10,4
0.05848,0.61884,1.0689,1,10,3
0.01892,0.12262,1.3824800000000002,1,10,-1
0.0227,0.10403,15.48243,1,10,0
0.02117,0.3895,0.1941,1,10,1
0.01468,0.39934,3.3035800000000006,1,10,2
0.04297,0.5111600000000001,1.50924,1,10,3
0.05255,0.63039,1.7248199999999998,1,10,4
0.07345,0.73764,0.82149,1,10,4
0.0903,0.7418399999999999,0.68945,1,10,-1
0.09278,0.7407,0.26263000000000003,1,10,4
0.09407,0.74092,3.28536,1,10,-1
0.10617,0.27727,0.44344,1,10,-1
0.17203,0.24178,0.34524,1,11,0
0.17047,0.24669,0.69185,1,11,-1
0.17436,0.2435,13.063550000000003,1,11,0
0.02933,0.40322,1.8771300000000002,1,11,2
0.04427,0.38869,0.82209,1,11,1
0.05102,0.24819,0.59003,1,11,-1
0.04502,0.28777,0.45996,1,11,1
0.04939,0.62178,2.64771,1,11,3
0.05802,0.6267699999999999,3.4406799999999995,1,11,4
0.02466,0.7426,4.31675,1,11,-1
0.03051,0.74016,0.40933,1,11,4
0.0314,0.7409899999999999,3.3271200000000003,1,11,-1
0.01792,0.32367,1.39738,1,11,1
0.04947,0.52746,1.01874,1,11,3
0.09224,0.74163,6.95829,1,11,-1
0.0933,0.63535,1.1826699999999999,1,11,4
0.085,0.62167,8.69222,1,11,3
0.06949,0.62425,7.49565,1,11,3
0.06262999999999999,0.62554,2.92405,1,11,4
0.06978,0.61022,1.18833,1,11,3
0.016309999999999998,0.34063000000000004,0.42771000000000003,1,11,1
0.04311,0.39479,1.11701,1,11,2
0.05322,0.28751,0.11536999999999999,1,11,1
0.051279999999999985,0.28052,0.92049,1,11,-1
