TIME(2019/12/18 15:07:14.489),TIMETICK(f=2143482),FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
41.04018,5177736877265,0.90533,0.9221,0.31195,0,5,-1
41.05636,5177736911958,0.0,0.0,0.31195,0,5,-1
41.072590000000005,5177736946745,0.0,0.0,0.31195,0,5,-1
41.089,5177736981912,0.0,0.0,0.31195,0,5,-1
41.10658,5177737019577,0.0,0.0,0.31195,0,5,-1
41.122170000000004,5177737053009,0.0,0.0,0.31195,0,5,-1
41.13895,5177737088993,0.0,0.0,0.31195,0,5,-1
41.15522,5177737123842,0.0,0.0,0.31195,0,5,-1
41.171440000000004,5177737158623,0.0,0.0,0.31195,0,5,-1
41.18795,5177737194023,0.0,0.0,0.31195,0,5,-1
41.204370000000004,5177737229207,0.0,0.0,0.31195,0,5,-1
41.22124,5177737265364,0.0,0.0,0.31195,0,5,-1
41.23757,5177737300382,0.0,0.0,0.31195,0,5,-1
41.25393,5177737335421,0.0,0.0,0.31195,0,5,-1
41.27045,5177737370863,0.0,0.0,0.31195,0,5,-1
41.286229999999996,5177737404669,0.055529999999999996,0.36689,0.31195,0,5,-1
41.30305,5177737440705,0.11297,0.7521899999999999,0.31195,0,5,-1
41.31831,5177737473432,0.11482,0.76251,0.31195,0,5,-1
41.33457,5177737508284,0.11546,0.75989,0.31195,0,5,-1
41.35117,5177737543892,0.11238,0.75051,0.04813,1,5,-1
41.36756,5177737579014,0.11007,0.74408,0.06451,1,5,-1
41.38367,5177737613544,0.10827,0.7411,0.08063,1,5,-1
41.40012,5177737648795,0.10425999999999999,0.74123,0.09708,1,5,-1
41.41665,5177737684233,0.10067000000000001,0.74048,0.1136,1,5,-1
41.43308,5177737719446,0.09984,0.73958,0.13004000000000002,1,5,-1
41.449709999999996,5177737755087,0.09919,0.73644,0.14667,1,5,-1
41.46615,5177737790332,0.09833,0.73337,0.1631,1,5,-1
41.482490000000006,5177737825362,0.09657,0.7334,0.17944000000000002,1,5,-1
41.498740000000005,5177737860190,0.09627999999999999,0.72907,0.19569,1,5,-1
41.51517,5177737895402,0.09592,0.72523,0.21213,1,5,-1
41.5315,5177737930422,0.09637000000000001,0.72722,0.22845,1,5,-1
41.548359999999995,5177737966566,0.09561,0.72821,0.24531999999999998,1,5,-1
41.56443,5177738000988,0.09485,0.7289399999999999,0.26138,1,5,-1
41.58088,5177738036250,0.0939,0.72983,0.27783,1,5,-1
41.59737,5177738071603,0.09287999999999999,0.7317899999999999,0.29433000000000004,1,5,-1
41.61379,5177738106808,0.09201000000000001,0.73363,0.31075,1,5,-1
41.63007,5177738141703,0.09122000000000001,0.7330300000000001,0.32703000000000004,1,5,-1
41.64683,5177738177609,0.09182,0.73588,0.34378000000000003,1,5,-1
41.66325,5177738212806,0.0928,0.73911,0.3602,1,5,-1
41.67947,5177738247582,0.09412000000000001,0.7399,0.37642,1,5,-1
41.69613,5177738283289,0.09411,0.73755,0.39308000000000004,1,5,-1
41.71223,5177738317806,0.09389,0.7350300000000001,0.40918000000000004,1,5,-1
41.7286,5177738352872,0.09523999999999999,0.73726,0.42555,1,5,-1
41.74532,5177738388742,0.09673,0.73822,0.44228,1,5,-1
41.7615,5177738423410,0.09804,0.7390100000000001,0.45845,1,5,-1
41.77813,5177738459042,0.09713,0.73739,0.47508,1,5,-1
41.79473,5177738494635,0.09741,0.73806,0.49168,1,5,-1
41.8111,5177738529737,0.09755,0.73847,0.5080600000000001,1,5,-1
41.82713,5177738564080,0.09756000000000001,0.7376699999999999,0.52408,1,5,-1
41.84406,5177738600369,0.0969,0.7350800000000001,0.54102,1,5,-1
41.860279999999996,5177738635156,0.09604,0.73225,0.55724,1,5,-1
41.87647,5177738669863,0.09468,0.73063,0.57343,1,5,-1
41.8942,5177738707850,0.09402999999999999,0.72714,0.59116,1,5,-1
41.9096,5177738740860,0.09354,0.7240300000000001,0.60655,1,5,-1
41.926,5177738776024,0.08669,0.6502600000000001,0.60655,0,5,-1
41.94262,5177738811621,0.07612000000000001,0.39916,0.60655,0,5,-1
41.958890000000004,5177738846497,0.07182999999999999,0.31381,0.60655,0,5,-1
41.975590000000004,5177738882306,0.06604,0.16758,0.60655,0,5,-1
41.99149,5177738916377,0.07544,0.17564000000000002,0.60655,0,5,-1
42.008340000000004,5177738952492,0.07793,0.17640999999999998,0.60655,0,5,-1
42.02467,5177738987500,0.07162,0.17933,0.049069999999999996,1,5,-1
42.04107,5177739022641,0.07097,0.18189,0.06548,1,5,-1
42.05753,5177739057954,0.06903,0.17998,0.08194,1,5,-1
42.07365,5177739092471,0.06609,0.18185,0.09805,1,5,-1
42.090920000000004,5177739129511,0.06275,0.17793,0.11533,1,5,-1
42.106609999999996,5177739163140,0.06015,0.17488,0.13101,1,5,-1
42.1231,5177739198480,0.06072999999999999,0.17540999999999998,0.14751,1,5,-1
42.13973,5177739234130,0.0589,0.16866,0.16414,1,5,-1
42.156040000000004,5177739269113,0.05777,0.16399,0.18045,1,5,-1
42.172129999999996,5177739303573,0.05731,0.1587,0.19652999999999998,1,5,-1
42.19106,5177739344172,0.05731,0.15500999999999998,0.21547,1,5,-1
42.20538,5177739374850,0.05814,0.15394000000000002,0.22978,1,5,-1
42.22164,5177739409725,0.060579999999999995,0.15721,0.24605,1,5,-1
42.23823,5177739445269,0.06269,0.16015,0.26263000000000003,1,5,-1
42.25472,5177739480632,0.06459,0.16272999999999999,0.27913000000000004,1,5,-1
42.27105,5177739515618,0.06504,0.16875,0.29546,1,5,-1
42.2873,5177739550464,0.06441000000000001,0.17114000000000001,0.31171,1,5,-1
42.30386,5177739585937,0.06342,0.17235999999999999,0.32826,1,5,-1
42.320009999999996,5177739620571,0.06627999999999999,0.1743,0.34442,1,5,-1
42.33681,5177739656575,0.07013,0.17588,0.36122,1,5,-1
42.353229999999996,5177739691768,0.07402,0.17844000000000002,0.37764000000000003,1,5,-1
42.36965,5177739726964,0.09581,0.20735,0.37764000000000003,0,5,-1
42.386179999999996,5177739762395,0.11972999999999999,0.23826999999999998,0.37764000000000003,0,5,-1
42.40229,5177739796933,0.1273,0.24724000000000002,0.37764000000000003,0,5,-1
42.41868,5177739832056,0.12935,0.25238,0.049030000000000004,1,5,-1
42.435159999999996,5177739867365,0.13385999999999998,0.2494,0.06551,1,5,-1
42.45182,5177739903083,0.1365,0.24645999999999998,0.08217,1,5,-1
42.467859999999995,5177739937467,0.13612,0.23965999999999998,0.09821,1,5,-1
42.48475,5177739973669,0.13606,0.23844,0.1151,1,5,-1
42.50118,5177740008906,0.13704000000000002,0.24038,0.13153,1,5,-1
42.5182,5177740045358,0.14081,0.25029,0.14854,1,5,-1
42.533640000000005,5177740078469,0.1444,0.26066,0.16399,1,5,-1
42.55038,5177740114359,0.14744000000000002,0.26929000000000003,0.18073,1,5,-1
42.56647,5177740148858,0.14984,0.27083,0.19682,1,5,-1
42.583290000000005,5177740184913,0.15094000000000002,0.27176999999999996,0.21364,1,5,-1
42.59948,5177740219599,0.15139,0.27125,0.22983,1,5,-1
42.61573,5177740254425,0.15049,0.27009,0.24608000000000002,1,5,-1
42.63392,5177740293435,0.15012999999999999,0.27126,0.26427,1,5,-1
42.648740000000004,5177740325192,0.14984,0.27234,0.27908,1,5,-1
42.665890000000005,5177740361945,0.14908,0.27176,0.29623,1,5,-1
42.681709999999995,5177740395853,0.1487,0.26989,0.31206,1,5,-1
42.69823,5177740431287,0.14808,0.26747,0.32858000000000004,1,5,-1
42.71452,5177740466184,0.14515999999999998,0.26644,0.34486,1,5,-1
42.73388,5177740507671,0.14345,0.26411999999999997,0.36423,1,5,-1
42.7474,5177740536675,0.14206,0.26245,0.37775,1,5,-1
42.76397,5177740572181,0.13865999999999998,0.26045,0.39432,1,5,-1
42.78051,5177740607650,0.13498,0.25997,0.41086000000000006,1,5,-1
42.79694,5177740642853,0.1068,0.24486999999999998,0.41086000000000006,0,5,-1
42.81312,5177740677527,0.08497,0.25628,0.41086000000000006,0,5,-1
42.829440000000005,5177740712519,0.07726,0.24315,0.41086000000000006,0,5,-1
42.84621,5177740748465,0.07491,0.24015,0.04927,1,5,-1
42.86225,5177740782855,0.07604,0.22513000000000002,0.06531,1,5,-1
42.878820000000005,5177740818373,0.08302000000000001,0.2207,0.08188,1,5,-1
42.89548,5177740854066,0.08743,0.21579,0.09854,1,5,-1
