TIME(2019/12/18 15:07:14.489),TIMETICK(f=2143482),FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
70.51188,5177800049339,0.8572700000000001,0.9388700000000001,0.41068000000000005,1,8,-1
70.52831,5177800084553,0.85955,0.9357700000000001,0.42711000000000005,1,8,-1
70.54469,5177800119634,0.8617799999999999,0.93268,0.44348000000000004,1,8,-1
70.56109000000001,5177800154816,0.86198,0.93322,0.45988,1,8,-1
70.57746,5177800189886,0.86231,0.9327799999999999,0.47626,1,8,-1
70.59415,5177800225671,0.86241,0.93276,0.49295,1,8,-1
70.61036,5177800260417,0.8620200000000001,0.93329,0.5091600000000001,1,8,-1
70.62676,5177800295577,0.86261,0.93309,0.52556,1,8,-1
70.64307,5177800330556,0.86329,0.9327200000000001,0.54187,1,8,-1
70.65937,5177800365475,0.86324,0.9319,0.5581699999999999,1,8,-1
70.67593000000001,5177800400945,0.8639399999999999,0.93043,0.57472,1,8,-1
70.69245,5177800436367,0.8812399999999999,0.90243,0.57472,0,8,-1
70.70898000000001,5177800471813,0.86718,0.9441200000000001,0.57472,0,8,-1
70.72527,5177800506732,0.88807,0.93086,0.57472,0,8,-1
70.74163,5177800541802,0.8971,0.9265200000000001,0.04918,1,8,-1
70.758,5177800576881,0.85877,0.87521,0.06555,1,8,-1
70.77447,5177800612174,0.80797,0.8500700000000001,0.08202000000000001,1,8,-1
70.792,5177800649758,0.77598,0.8207700000000001,0.09955,1,8,-1
70.80718,5177800682302,0.77598,0.8207700000000001,0.11473,1,8,-1
70.82415,5177800718669,0.77598,0.8207700000000001,0.1317,1,8,-1
70.84121,5177800755250,0.77598,0.8207700000000001,0.14876,1,8,-1
70.85769,5177800790563,0.75844,0.80716,0.14876,0,8,-1
70.87481,5177800827254,0.75844,0.80716,0.14876,0,8,-1
70.89088000000001,5177800861711,0.75844,0.80716,0.14876,0,8,-1
70.90754,5177800897425,0.0,0.0,0.14876,0,8,-1
70.92458,5177800933940,0.0,0.0,0.14876,0,8,-1
70.94028,5177800967609,0.0,0.0,0.14876,0,8,-1
70.95679,5177801002996,0.0,0.0,0.14876,0,8,-1
70.97310999999999,5177801037965,0.0,0.0,0.14876,0,8,-1
70.98954,5177801073169,0.0,0.0,0.14876,0,8,-1
71.00578,5177801107992,0.0,0.0,0.14876,0,8,-1
71.02225,5177801143302,0.04615,0.09228,0.14876,0,8,-1
71.03925,5177801179729,0.06351,0.12834,0.14876,0,8,-1
71.0537,5177801210710,0.09859,0.20940999999999999,0.14876,0,8,-1
71.07043,5177801246575,0.07585,0.1964,0.14876,0,8,-1
71.0872,5177801282510,0.07289,0.20290999999999998,0.14876,0,8,-1
71.103,5177801316379,0.07464,0.20322,0.0493,1,8,-1
71.11986999999999,5177801352530,0.0806,0.21785,0.06616,1,8,-1
71.13644000000001,5177801388040,0.08456,0.22760999999999998,0.08273,1,8,-1
71.15217,5177801421781,0.08404,0.22699,0.09846,1,8,-1
71.16871,5177801457221,0.08116,0.22299000000000002,0.11500999999999999,1,8,-1
71.18536999999999,5177801492929,0.07815,0.21818,0.13167,1,8,-1
71.20225,5177801529127,0.07712000000000001,0.21463000000000002,0.14854,1,8,-1
71.21828000000001,5177801563501,0.0762,0.21245,0.16458,1,8,-1
71.23481,5177801598923,0.0763,0.21279,0.18111,1,8,-1
71.25103,5177801633676,0.07711,0.2147,0.19733,1,8,-1
71.2674,5177801668777,0.08056,0.22521999999999998,0.2137,1,8,-1
71.2841,5177801704564,0.08406,0.23555,0.23039,1,8,-1
71.3003,5177801739285,0.08566,0.24515,0.2466,1,8,-1
71.31675,5177801774550,0.08972000000000001,0.25159000000000004,0.26305,1,8,-1
71.33310999999999,5177801809612,0.093,0.2563,0.2794,1,8,-1
71.35003,5177801845875,0.09525,0.25861,0.29633000000000004,1,8,-1
71.36634000000001,5177801880858,0.11194000000000001,0.282,0.29633000000000004,0,8,-1
71.38261,5177801915710,0.14415999999999998,0.25827,0.29633000000000004,0,8,-1
71.39883,5177801950483,0.14615,0.24256999999999998,0.29633000000000004,0,8,-1
71.41532,5177801985824,0.14398,0.24014000000000002,0.04898,1,8,-1
71.43171,5177802020974,0.1399,0.22937,0.06537000000000001,1,8,-1
71.44793,5177802055742,0.13135,0.22175999999999998,0.08159,1,8,-1
71.46478,5177802091830,0.13158,0.20661999999999997,0.09842999999999999,1,8,-1
71.48222,5177802129233,0.13113,0.19377,0.11588,1,8,-1
71.4976,5177802162188,0.13566,0.18947,0.13126,1,8,-1
