-0.396220727398404,0.037982896848881016,-0.019380202844039483#0
-0.11788999743252321,-0.17210976109289733,-0.2300057254585795#0
0.021384246397794637,0.25362323321346003,-0.22979647413231208#0
0.20894955006981364,-0.23308183608812746,0.10207954642996639#0
-0.24885831760232371,-0.15101643330395897,0.43415137591343694#0
-0.2442386425869689,-0.19434265702871803,0.06272469641288857#0
-0.3063666217181199,-0.06267239675542531,0.3348353593264664#0
-0.40257459085040387,0.025903476611606743,0.004832664491231395#0
0.12809438940222834,-0.36262413825745343,0.38571716807892636#0
0.1805977502684897,0.09760442094352645,-0.05598496763050152#0
-0.36034302335134166,0.024236015868139022,0.014725623535731562#0
0.09321724185120278,0.24200354667174273,-0.030280706248200406#0
-0.4094304311459241,-0.02416284716223874,0.022330229492267904#0
-0.18096004026405815,-0.06577417665337489,-0.17449148309966245#0
-0.2893600892422698,-0.13153164631482717,0.40106471546355#0
-0.4301793962726059,0.0030630349347956867,-0.003758709457295458#0
-0.37230119472071743,-0.02029601729220751,0.08450331680145969#0
-0.005199081820494132,-0.2052575680739864,-0.2850924086632266#0
-0.392324142144187,0.027770327615729257,0.022122159610347157#0
-0.033332741352831013,-0.08095107745099496,-0.08384724122361234#0
-0.13327936604015458,0.21665548078644528,0.22662303664819744#0
-0.047290122657078486,-0.3125822472194711,0.34370028266613006#0
-0.2444329074255557,-0.03429926830419348,0.3696799495906516#0
-0.12361164283863564,-0.07818849469994642,0.25240848039634683#0
0.3257609403689821,-0.06905378693470114,-0.12680692341309535#0
-0.03405368852618067,-0.08211101688130941,-0.16481806008033012#0
-0.3488124406042614,-0.067767653978506,-0.06164933133147888#0
-0.19073695658241496,0.2642521218356262,-0.0022329949091118785#0
0.27385520365813426,0.03271442692904572,-0.07269081164117681#0
0.004337895401584647,-0.3559941619153239,-0.0794998745328729#0
-0.02190756443422826,0.14061089855151299,-0.08829317201299443#0
-0.16847319393267338,-0.13123236016224696,-0.1377805635193041#0
-0.25254179316629305,-0.07578729748022126,-0.08825742992391143#0
0.31136806856496463,-0.27202384275700875,-0.158192132926932#0
-0.041538938294997,-0.04423918306215697,0.16029022064734408#0
-0.17980492825563665,0.004250055430776121,-0.07784658533751662#0
0.2597604466559579,-0.25429008796558705,0.18356373718036254#0
-0.20751752176211727,-0.1703485542835686,0.1698343022929765#0
-0.40721148592959694,-0.031002606751262127,0.03543195755924796#0
-0.1905483562393012,-0.2766344510209055,0.1441723041669023#0
0.14228119286133462,-0.39282489882436017,-0.02035604957077603#0
0.06682571483434041,-0.20933534435068296,0.3616344082828757#0
-0.31057280168115753,0.093565378970654,0.0331269543416478#0
-0.060236886902081364,-0.026862419778362966,-0.185617416454388#0
0.360387490937022,-0.13480796871762402,0.009754562885002127#0
-0.39821287184501036,-0.01720471717126611,0.0018992680670050425#0
