FPOGX,FPOGY,FPOGD,FPOGV,Question,Regions
0.05114,0.31869000000000003,3.61034,1,1,1
0.09373,0.73835,2.6875100000000005,1,1,4
0.075,0.6264,0.10938,1,1,4
0.07264,0.61826,2.06641,1,1,3
0.07194,0.5071899999999999,39.960000000000015,1,1,2
0.16944,0.51472,0.76075,1,1,3
0.15309,0.23981,14.142589999999997,1,1,0
0.051779999999999986,0.61328,0.46191000000000004,1,2,3
0.07326,0.38797,0.80957,1,2,1
0.08167,0.39971,3.31544,1,2,2
0.08748,0.51498,35.26072,1,2,3
0.0608,0.38816,22.767599999999998,1,2,1
0.883,0.7988,18.09377,1,2,5
0.07337,0.28038,0.34765,1,3,-1
0.07962999999999999,0.239,3.7822199999999997,1,3,0
0.06712,0.6258699999999999,0.13184,1,3,4
0.06529,0.62412,9.98243,1,3,3
0.061229999999999986,0.62816,3.7128799999999997,1,3,4
0.8417600000000001,0.79548,0.5546800000000001,1,3,-1
0.1393,0.25007,0.36425,1,3,-1
0.13230999999999998,0.23577,46.433640000000004,1,3,0
0.04996,0.51974,3.9170100000000008,1,4,3
0.05072,0.50376,5.957020000000001,1,4,2
0.14113,0.6239399999999999,0.24803999999999998,1,4,3
0.13784000000000002,0.6269100000000001,38.16305999999998,1,4,4
0.85496,0.8001699999999999,2.43653,1,4,5
0.08184,0.50921,0.22656,1,5,-1
0.08209,0.51415,6.208990000000001,1,5,3
0.06476,0.62844,5.10157,1,5,4
0.8421299999999999,0.79269,0.84375,1,5,-1
0.12919,0.24342,18.523450000000008,1,5,0
0.0844,0.5878399999999999,0.48046,1,6,3
0.09948,0.40099,1.07813,1,6,2
0.10661,0.24743,0.29785,1,6,-1
0.09705,0.22744,6.418970000000003,1,6,0
0.10649000000000003,0.50441,0.99513,1,7,2
0.05081,0.62442,5.104460000000001,1,8,3
0.04239,0.50579,1.9658200000000001,1,8,2
0.0512,0.51769,0.8915900000000001,1,8,3
0.08567999999999999,0.38787,5.52147,1,8,1
0.10932,0.30211,1.00586,1,8,1
0.06698,0.39588,0.20996,1,9,2
